; PERSON  C:\Users\anthony_raborn\OneDrive - National Association of Boards of Pharmacy\an  Dec  9 2023  0:20
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ IN.ZST OUT.MS OUT.ZS  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE NAME
   793  -.5444  1   200.0     86.0  .1848   1.24   2.12   1.22   1.49  .0000    .53   1.00  74.5  80.5   .63   .43  -.5446 0793
   794  1.0961  1   200.0    134.0  .1850    .98   -.19    .99    .00  .0000    .58   1.00  78.0  77.7   .58   .38  1.0954 0794
   795 -1.3986  1   200.0     61.0  .1862    .93   -.92    .83   -.78  .0000    .60   1.00  78.5  77.3   .56   .37 -1.3971 0795
   796   .2441  1   200.0    109.0  .1850   1.03    .29    .98   -.07  .0000    .63   1.00  80.0  81.1   .64   .39   .2443 0796
   797 -2.3350  1   200.0     36.0  .2059   1.03    .35   1.31    .93  .0000    .40   1.00  84.0  82.3   .43   .35 -2.3273 0797
   798   .8576  1   200.0    127.0  .1844   1.25   2.57   1.46   2.38  .0000    .47   1.00  72.0  78.8   .60   .43   .8574 0798
   799 -1.5734  1   200.0     56.0  .1879    .91  -1.23    .83   -.67  .0000    .58   1.00  80.5  77.3   .54   .36 -1.5712 0799
   800   .3467  1   200.0    112.0  .1849    .97   -.25    .92   -.52  .0000    .65   1.00  80.5  80.8   .63   .38   .3470 0800
   801  -.2705  1   200.0     94.0  .1852    .93   -.59    .90   -.74  .0000    .67   1.00  83.0  81.3   .64   .37  -.2707 0801
   802  -.7490  1   200.0     80.0  .1846   1.03    .29   1.08    .56  .0000    .60   1.00  79.5  79.7   .62   .39  -.7492 0802
   803   .5174  1   200.0    117.0  .1846   1.00    .04    .99   -.05  .0000    .63   1.00  79.0  80.2   .63   .38   .5176 0803
   804  -.1676  1   200.0     97.0  .1853   1.18   1.53   1.30   2.11  .0000    .56   1.00  78.5  81.4   .64   .41  -.1677 0804
   805  -.6467  1   200.0     83.0  .1847    .99   -.02    .97   -.13  .0000    .63   1.00  81.0  80.1   .63   .38  -.6470 0805
   806   .7216  1   200.0    123.0  .1844    .84  -1.68    .71  -1.92  .0000    .69   1.00  81.5  79.4   .61   .35   .7217 0806
   807   .5855  1   200.0    119.0  .1845    .81  -1.97    .73  -1.92  .0000    .71   1.00  85.0  79.9   .62   .34   .5857 0807
   808   .2441  1   200.0    109.0  .1850    .76  -2.32    .70  -2.40  .0000    .75   1.00  87.0  81.1   .64   .33   .2443 0808
   809  1.0620  1   200.0    133.0  .1848    .94   -.70    .93   -.32  .0000    .61   1.00  80.5  77.8   .58   .37  1.0613 0809
   810  -.2705  1   200.0     94.0  .1852    .97   -.27    .93   -.51  .0000    .66   1.00  81.0  81.3   .64   .38  -.2707 0810
   811  -.0303  1   200.0    101.0  .1853    .98   -.17    .98   -.13  .0000    .65   1.00  82.5  81.5   .64   .38  -.0303 0811
   812   .6536  1   200.0    121.0  .1844   1.11   1.10   1.23   1.41  .0000    .55   1.00  79.0  79.7   .62   .40   .6537 0812
   813  -.2705  1   200.0     94.0  .1852    .90   -.90    .88   -.88  .0000    .69   1.00  84.0  81.3   .64   .36  -.2707 0813
   814   .1070  1   200.0    105.0  .1852    .86  -1.27    .81  -1.43  .0000    .71   1.00  84.5  81.3   .64   .35   .1071 0814
   815 -2.6030  1   200.0     30.0  .2174    .92   -.71    .77   -.49  .0000    .44   1.00  86.0  85.0   .39   .31 -2.5924 0815
   816  -.0990  1   200.0     99.0  .1853    .86  -1.26    .84  -1.26  .0000    .70   1.00  85.5  81.5   .64   .35  -.0990 0816
   817   .6195  1   200.0    120.0  .1845    .99   -.07   1.08    .56  .0000    .61   1.00  81.0  79.8   .62   .38   .6197 0817
   818  1.0620  1   200.0    133.0  .1848    .90  -1.21    .74  -1.41  .0000    .64   1.00  80.5  77.8   .58   .36  1.0613 0818
   819   .6195  1   200.0    120.0  .1845    .89  -1.15    .74  -1.80  .0000    .68   1.00  82.0  79.8   .62   .36   .6197 0819
   820   .8576  1   200.0    127.0  .1844    .81  -2.18    .71  -1.77  .0000    .69   1.00  84.0  78.8   .60   .34   .8574 0820
   821  -.4418  1   200.0     89.0  .1850    .91   -.80    .92   -.55  .0000    .67   1.00  84.0  80.9   .64   .37  -.4421 0821
   822   .4150  1   200.0    114.0  .1848   1.25   2.18   1.32   2.08  .0000    .52   1.00  75.5  80.6   .63   .43   .4153 0822
   823  -.6808  1   200.0     82.0  .1846    .94   -.58    .91   -.58  .0000    .65   1.00  82.5  80.0   .62   .37  -.6811 0823
   824 -1.0554  1   200.0     71.0  .1846   1.04    .44   1.04    .26  .0000    .58   1.00  79.5  78.3   .59   .39 -1.0551 0824
   825  -.2705  1   200.0     94.0  .1852   1.13   1.12   1.05    .42  .0000    .60   1.00  77.0  81.3   .64   .41  -.2707 0825
   826   .0383  1   200.0    103.0  .1853    .89  -1.00    .86  -1.06  .0000    .69   1.00  83.5  81.4   .64   .36   .0385 0826
   827   .1755  1   200.0    107.0  .1851   1.25   2.10   1.22   1.57  .0000    .54   1.00  74.0  81.2   .64   .43   .1758 0827
   828 -1.5382  1   200.0     57.0  .1875    .95   -.61   1.10    .51  .0000    .55   1.00  82.0  77.3   .54   .37 -1.5361 0828
   829  -.4076  1   200.0     90.0  .1850   1.09    .83   1.21   1.49  .0000    .59   1.00  78.5  81.0   .64   .40  -.4078 0829
   830   .6536  1   200.0    121.0  .1844   1.21   1.98   1.35   2.05  .0000    .51   1.00  76.0  79.7   .62   .42   .6537 0830
   831   .0040  1   200.0    102.0  .1853    .86  -1.25    .84  -1.25  .0000    .71   1.00  84.0  81.5   .64   .35   .0041 0831
   832  1.4777  1   200.0    145.0  .1881    .97   -.41    .88   -.45  .0000    .55   1.00  80.0  77.0   .53   .37  1.4753 0832
   833  1.6570  1   200.0    150.0  .1908    .94   -.76    .75   -.93  .0000    .55   1.00  78.5  77.4   .51   .36  1.6536 0833
   834 -1.3294  1   200.0     63.0  .1857    .96   -.46    .81   -.90  .0000    .59   1.00  79.0  77.4   .57   .37 -1.3282 0834
   835 -1.0895  1   200.0     70.0  .1847    .87  -1.50    .73  -1.60  .0000    .66   1.00  81.0  78.1   .59   .36 -1.0891 0835
   836  -.5102  1   200.0     87.0  .1849    .96   -.33    .97   -.15  .0000    .65   1.00  81.0  80.7   .63   .37  -.5105 0836
   837  -.3048  1   200.0     93.0  .1851   1.12   1.11   1.15   1.09  .0000    .59   1.00  78.5  81.2   .64   .40  -.3050 0837
   838 -1.7523  1   200.0     51.0  .1905   1.03    .36   1.18    .76  .0000    .50   1.00  75.5  77.7   .51   .38 -1.7491 0838
   839   .5514  1   200.0    118.0  .1846   1.18   1.72   1.24   1.54  .0000    .54   1.00  75.0  80.1   .62   .42   .5517 0839
   840  -.7149  1   200.0     81.0  .1846   1.16   1.51   1.24   1.48  .0000    .54   1.00  78.0  79.8   .62   .41  -.7151 0840
   841   .4150  1   200.0    114.0  .1848   1.05    .46    .99   -.03  .0000    .62   1.00  78.5  80.6   .63   .39   .4153 0841
   842   .3125  1   200.0    111.0  .1849    .93   -.61    .89   -.77  .0000    .67   1.00  83.0  80.9   .64   .37   .3128 0842
   843   .7556  1   200.0    124.0  .1844    .89  -1.12    .75  -1.63  .0000    .67   1.00  81.5  79.2   .61   .36   .7556 0843
   844 -1.0554  1   200.0     71.0  .1846    .98   -.18    .94   -.29  .0000    .61   1.00  77.5  78.3   .59   .38 -1.0551 0844
   845   .4492  1   200.0    115.0  .1847   1.07    .68   1.05    .41  .0000    .60   1.00  79.0  80.5   .63   .40   .4495 0845
   846   .6876  1   200.0    122.0  .1844    .73  -2.99    .58  -3.03  .0000    .74   1.00  86.0  79.5   .61   .33   .6877 0846
   847 -1.0554  1   200.0     71.0  .1846    .87  -1.43    .89   -.61  .0000    .65   1.00  82.5  78.3   .59   .36 -1.0551 0847
   848   .7216  1   200.0    123.0  .1844    .96   -.40    .99    .00  .0000    .63   1.00  81.5  79.4   .61   .38   .7217 0848
   849  -.5785  1   200.0     85.0  .1848   1.09    .90   1.08    .58  .0000    .59   1.00  78.0  80.4   .63   .40  -.5788 0849
   850 -1.8623  1   200.0     48.0  .1925    .94   -.75   1.12    .53  .0000    .52   1.00  78.5  78.2   .50   .36 -1.8584 0850
   851  -.3048  1   200.0     93.0  .1851   1.09    .82   1.12    .92  .0000    .60   1.00  79.5  81.2   .64   .40  -.3050 0851
   852  -.9873  1   200.0     73.0  .1845    .90  -1.09    .78  -1.34  .0000    .66   1.00  80.0  78.6   .60   .36  -.9871 0852
   853  -.2705  1   200.0     94.0  .1852   1.16   1.42   1.20   1.42  .0000    .57   1.00  77.0  81.3   .64   .41  -.2707 0853
   854  -.5102  1   200.0     87.0  .1849   1.07    .67   1.07    .51  .0000    .60   1.00  79.0  80.7   .63   .40  -.5105 0854
   855   .7896  1   200.0    125.0  .1844   1.05    .59   1.13    .77  .0000    .58   1.00  77.0  79.1   .61   .39   .7895 0855
   856  -.7149  1   200.0     81.0  .1846   1.17   1.62   1.31   1.92  .0000    .54   1.00  77.0  79.8   .62   .41  -.7151 0856
   857  -.6467  1   200.0     83.0  .1847    .93   -.66    .88   -.82  .0000    .66   1.00  82.0  80.1   .63   .37  -.6470 0857
   858  -.0303  1   200.0    101.0  .1853   1.00    .06    .94   -.46  .0000    .65   1.00  80.5  81.5   .64   .38  -.0303 0858
   859   .9256  1   200.0    129.0  .1845    .83  -1.99    .66  -2.09  .0000    .68   1.00  82.5  78.5   .59   .35   .9253 0859
   860 -2.2929  1   200.0     37.0  .2044   1.02    .25   1.13    .49  .0000    .42   1.00  81.0  81.9   .44   .35 -2.2856 0860
   861  2.3312  1   200.0    167.0  .2108    .93   -.71    .69   -.79  .0000    .46   1.00  86.0  83.7   .41   .32  2.3222 0861
   862 -2.5104  1   200.0     32.0  .2131   1.06    .61   1.36    .98  .0000    .36   1.00  84.0  84.1   .41   .34 -2.5009 0862
   863 -1.6802  1   200.0     53.0  .1894    .94   -.71    .83   -.63  .0000    .55   1.00  76.5  77.5   .52   .36 -1.6774 0863
   864   .1070  1   200.0    105.0  .1852    .96   -.31    .88   -.91  .0000    .67   1.00  80.5  81.3   .64   .37   .1071 0864
   865   .5855  1   200.0    119.0  .1845    .90   -.96    .89   -.69  .0000    .66   1.00  83.0  79.9   .62   .36   .5857 0865
   866  1.5847  1   200.0    148.0  .1896    .92  -1.01   1.03    .18  .0000    .55   1.00  80.0  77.2   .52   .36  1.5817 0866
   867  -.6126  1   200.0     84.0  .1847   1.10    .98   1.06    .48  .0000    .59   1.00  78.5  80.3   .63   .40  -.6129 0867
   868   .5855  1   200.0    119.0  .1845    .77  -2.37    .72  -1.97  .0000    .72   1.00  86.0  79.9   .62   .34   .5857 0868
   869   .1755  1   200.0    107.0  .1851    .93   -.63    .91   -.67  .0000    .67   1.00  83.0  81.2   .64   .37   .1758 0869
   870   .7216  1   200.0    123.0  .1844    .98   -.21    .99   -.01  .0000    .62   1.00  83.5  79.4   .61   .38   .7217 0870
   871   .0040  1   200.0    102.0  .1853   1.06    .58   1.07    .54  .0000    .62   1.00  80.0  81.5   .64   .39   .0041 0871
   872  -.8171  1   200.0     78.0  .1845   1.00    .04    .95   -.24  .0000    .62   1.00  78.5  79.3   .61   .38  -.8172 0872
   873  1.3027  1   200.0    140.0  .1863    .98   -.19    .93   -.26  .0000    .56   1.00  76.5  77.1   .55   .38  1.3011 0873
   874   .8916  1   200.0    128.0  .1844   1.01    .13    .88   -.63  .0000    .60   1.00  78.5  78.6   .60   .39   .8914 0874
   875   .8236  1   200.0    126.0  .1844   1.03    .36   1.07    .46  .0000    .58   1.00  78.5  78.9   .60   .39   .8235 0875
   876   .2098  1   200.0    108.0  .1851    .86  -1.26    .82  -1.32  .0000    .70   1.00  84.5  81.2   .64   .36   .2100 0876
   877  1.2335  1   200.0    138.0  .1857    .88  -1.52    .81   -.90  .0000    .62   1.00  81.0  77.2   .56   .36  1.2322 0877
   878  1.4777  1   200.0    145.0  .1881    .97   -.43    .77   -.94  .0000    .56   1.00  75.0  77.0   .53   .37  1.4753 0878
   879  2.1180  1   200.0    162.0  .2026    .94   -.71    .53  -1.58  .0000    .50   1.00  81.5  81.5   .44   .34  2.1112 0879
   880   .3467  1   200.0    112.0  .1849    .91   -.84    .83  -1.25  .0000    .68   1.00  82.5  80.8   .63   .36   .3470 0880
   881   .5514  1   200.0    118.0  .1846   1.17   1.57   1.23   1.45  .0000    .54   1.00  77.0  80.1   .62   .41   .5517 0881
   882   .0383  1   200.0    103.0  .1853    .80  -1.92    .74  -2.15  .0000    .74   1.00  85.5  81.4   .64   .34   .0385 0882
   883   .2098  1   200.0    108.0  .1851   1.12   1.05   1.20   1.40  .0000    .58   1.00  79.5  81.2   .64   .40   .2100 0883
   884  -.5444  1   200.0     86.0  .1848    .98   -.14   1.00    .08  .0000    .64   1.00  81.5  80.5   .63   .38  -.5446 0884
   885   .5514  1   200.0    118.0  .1846    .98   -.12   1.00    .07  .0000    .63   1.00  81.0  80.1   .62   .38   .5517 0885
   886  -.7490  1   200.0     80.0  .1846    .92   -.75    .98   -.05  .0000    .65   1.00  81.5  79.7   .62   .37  -.7492 0886
   887   .4833  1   200.0    116.0  .1847    .86  -1.37    .82  -1.24  .0000    .69   1.00  83.5  80.3   .63   .36   .4836 0887
   888  -.3391  1   200.0     92.0  .1851   1.08    .78   1.13    .97  .0000    .60   1.00  79.0  81.1   .64   .40  -.3393 0888
   889  2.2872  1   200.0    166.0  .2089   1.01    .13   1.34    .96  .0000    .40   1.00  83.5  83.2   .42   .34  2.2787 0889
   890 -2.1701  1   200.0     40.0  .2004   1.05    .61    .87   -.32  .0000    .44   1.00  78.5  80.7   .46   .36 -2.1639 0890
   891  -.1676  1   200.0     97.0  .1853    .76  -2.31    .74  -2.08  .0000    .75   1.00  87.5  81.4   .64   .33  -.1677 0891
   892  -.6467  1   200.0     83.0  .1847    .96   -.38    .97   -.12  .0000    .64   1.00  82.0  80.1   .63   .37  -.6470 0892
   893  1.1304  1   200.0    135.0  .1851    .94   -.73    .85   -.74  .0000    .61   1.00  79.0  77.6   .57   .37  1.1295 0893
   894 -1.6802  1   200.0     53.0  .1894    .87  -1.70    .81   -.75  .0000    .58   1.00  80.5  77.5   .52   .35 -1.6774 0894
   895   .8576  1   200.0    127.0  .1844    .88  -1.32    .81  -1.10  .0000    .66   1.00  81.0  78.8   .60   .36   .8574 0895
   896  -.4418  1   200.0     89.0  .1850    .93   -.61    .96   -.27  .0000    .66   1.00  82.0  80.9   .64   .37  -.4421 0896
   897  1.0278  1   200.0    132.0  .1847   1.13   1.51   1.18    .98  .0000    .52   1.00  77.0  78.0   .58   .41  1.0272 0897
   898  -.3733  1   200.0     91.0  .1851   1.00    .03    .95   -.34  .0000    .64   1.00  80.0  81.1   .64   .38  -.3736 0898
   899  2.4684  1   200.0    170.0  .2170    .99   -.08   1.05    .25  .0000    .40   1.00  84.5  85.1   .39   .32  2.4578 0899
   900   .6195  1   200.0    120.0  .1845   1.13   1.24   1.15    .96  .0000    .56   1.00  77.0  79.8   .62   .41   .6197 0900
   901   .4492  1   200.0    115.0  .1847    .77  -2.31    .72  -2.10  .0000    .73   1.00  86.0  80.5   .63   .34   .4495 0901
   902 -1.3639  1   200.0     62.0  .1860    .90  -1.20    .76  -1.20  .0000    .61   1.00  80.5  77.4   .56   .36 -1.3626 0902
   903  -.0646  1   200.0    100.0  .1853    .99   -.06   1.00    .02  .0000    .65   1.00  82.0  81.5   .64   .38  -.0646 0903
   904   .3467  1   200.0    112.0  .1849    .83  -1.61    .85  -1.05  .0000    .70   1.00  85.5  80.8   .63   .35   .3470 0904
   905  1.1647  1   200.0    136.0  .1853   1.02    .33    .83   -.84  .0000    .57   1.00  75.5  77.4   .57   .39  1.1637 0905
   906   .1413  1   200.0    106.0  .1852    .93   -.60    .98   -.13  .0000    .67   1.00  82.0  81.3   .64   .37   .1415 0906
   907  -.7830  1   200.0     79.0  .1845   1.04    .47   1.08    .53  .0000    .60   1.00  79.0  79.5   .62   .39  -.7832 0907
   908 -1.3639  1   200.0     62.0  .1860    .99   -.16   1.04    .27  .0000    .56   1.00  75.5  77.4   .56   .38 -1.3626 0908
   909   .3125  1   200.0    111.0  .1849    .90   -.91    .86   -.98  .0000    .68   1.00  83.0  80.9   .64   .36   .3128 0909
   910 -1.4333  1   200.0     60.0  .1865   1.01    .20   1.04    .26  .0000    .55   1.00  78.0  77.3   .55   .38 -1.4317 0910
   911   .3809  1   200.0    113.0  .1848   1.04    .40   1.04    .30  .0000    .62   1.00  79.5  80.7   .63   .39   .3812 0911
   912   .0383  1   200.0    103.0  .1853   1.02    .23   1.01    .16  .0000    .63   1.00  80.5  81.4   .64   .39   .0385 0912
   913  -.7149  1   200.0     81.0  .1846    .98   -.13    .98   -.06  .0000    .63   1.00  80.0  79.8   .62   .38  -.7151 0913
   914  1.9580  1   200.0    158.0  .1977   1.00    .07    .97    .01  .0000    .46   1.00  79.0  79.8   .46   .36  1.9525 0914
   915  -.0990  1   200.0     99.0  .1853    .85  -1.40    .87  -1.00  .0000    .71   1.00  85.5  81.5   .64   .35  -.0990 0915
   916  -.9192  1   200.0     75.0  .1845    .89  -1.14    .74  -1.69  .0000    .67   1.00  80.5  78.9   .61   .36  -.9191 0916
   917  -.6467  1   200.0     83.0  .1847    .85  -1.47    .84  -1.11  .0000    .69   1.00  83.0  80.1   .63   .35  -.6470 0917
   918  1.2335  1   200.0    138.0  .1857    .95   -.58   1.19    .90  .0000    .58   1.00  78.0  77.2   .56   .37  1.2322 0918
   919  -.6808  1   200.0     82.0  .1846   1.02    .20   1.01    .13  .0000    .62   1.00  80.5  80.0   .62   .39  -.6811 0919
   920  -.0990  1   200.0     99.0  .1853    .89  -1.02    .92   -.60  .0000    .69   1.00  84.5  81.5   .64   .36  -.0990 0920
   921 -1.5031  1   200.0     58.0  .1872    .98   -.27    .97   -.05  .0000    .55   1.00  78.5  77.3   .55   .37 -1.5012 0921
   922  -.3048  1   200.0     93.0  .1851   1.00    .07    .97   -.21  .0000    .64   1.00  80.5  81.2   .64   .38  -.3050 0922
   923 -2.8010  1   200.0     26.0  .2280   1.13   1.02   2.37   2.37  .0000    .24   1.00  87.0  87.0   .37   .33 -2.7878 0923
   924   .6876  1   200.0    122.0  .1844    .92   -.75    .85   -.93  .0000    .65   1.00  82.0  79.5   .61   .37   .6877 0924
   925  -.2019  1   200.0     96.0  .1852    .96   -.29   1.00    .01  .0000    .66   1.00  83.0  81.4   .64   .37  -.2020 0925
   926   .7216  1   200.0    123.0  .1844    .98   -.12    .98   -.05  .0000    .62   1.00  80.5  79.4   .61   .38   .7217 0926
   927  -.6126  1   200.0     84.0  .1847    .86  -1.37    .84  -1.11  .0000    .69   1.00  84.5  80.3   .63   .36  -.6129 0927
   928  -.6808  1   200.0     82.0  .1846   1.02    .21   1.18   1.20  .0000    .60   1.00  79.5  80.0   .62   .39  -.6811 0928
   929  -.4418  1   200.0     89.0  .1850   1.07    .67   1.07    .51  .0000    .61   1.00  80.0  80.9   .64   .40  -.4421 0929
   930 -1.1920  1   200.0     67.0  .1850   1.03    .36   1.09    .53  .0000    .56   1.00  77.0  77.7   .58   .39 -1.1913 0930
   931 -1.5031  1   200.0     58.0  .1872   1.09   1.20   1.19    .86  .0000    .49   1.00  75.5  77.3   .55   .40 -1.5012 0931
   932   .0383  1   200.0    103.0  .1853   1.00    .03    .97   -.21  .0000    .65   1.00  80.5  81.4   .64   .38   .0385 0932
   933  1.1991  1   200.0    137.0  .1855    .92  -1.01    .85   -.67  .0000    .61   1.00  78.5  77.3   .56   .37  1.1979 0933
   934   .3809  1   200.0    113.0  .1848    .84  -1.53    .80  -1.45  .0000    .71   1.00  83.5  80.7   .63   .35   .3812 0934
   935   .4833  1   200.0    116.0  .1847   1.13   1.25   1.26   1.65  .0000    .56   1.00  79.5  80.3   .63   .41   .4836 0935
   936  -.9192  1   200.0     75.0  .1845   1.05    .53   1.15    .90  .0000    .58   1.00  79.5  78.9   .61   .39  -.9191 0936
   937 -1.3986  1   200.0     61.0  .1862    .95   -.61    .82   -.81  .0000    .59   1.00  78.5  77.3   .56   .37 -1.3971 0937
   938  1.5847  1   200.0    148.0  .1896   1.06    .82   1.24    .96  .0000    .47   1.00  78.0  77.2   .52   .38  1.5817 0938
   939  2.2013  1   200.0    164.0  .2056   1.03    .31    .87   -.25  .0000    .43   1.00  82.0  82.4   .43   .35  2.1937 0939
   940   .7896  1   200.0    125.0  .1844   1.07    .71   1.10    .64  .0000    .58   1.00  77.0  79.1   .61   .40   .7895 0940
   941   .7896  1   200.0    125.0  .1844    .92   -.79    .97   -.11  .0000    .64   1.00  81.0  79.1   .61   .37   .7895 0941
   942 -1.8254  1   200.0     49.0  .1918    .89  -1.51    .53  -2.03  .0000    .58   1.00  78.5  78.0   .50   .35 -1.8217 0942
   943  -.2019  1   200.0     96.0  .1852   1.04    .37   1.06    .48  .0000    .62   1.00  81.0  81.4   .64   .39  -.2020 0943
   944  -.4076  1   200.0     90.0  .1850    .99   -.03    .95   -.34  .0000    .65   1.00  80.5  81.0   .64   .38  -.4078 0944
   945  -.4076  1   200.0     90.0  .1850    .99   -.08   1.00    .08  .0000    .64   1.00  82.5  81.0   .64   .38  -.4078 0945
   946  -.9532  1   200.0     74.0  .1845   1.09    .93   1.18   1.08  .0000    .56   1.00  76.0  78.7   .60   .40  -.9531 0946
   947  1.2681  1   200.0    139.0  .1860    .91  -1.12    .78  -1.06  .0000    .61   1.00  81.5  77.1   .56   .36  1.2666 0947
   948  1.1304  1   200.0    135.0  .1851   1.00    .08   1.03    .21  .0000    .57   1.00  77.0  77.6   .57   .38  1.1295 0948
   949 -1.2263  1   200.0     66.0  .1852   1.00    .07    .98   -.05  .0000    .58   1.00  77.5  77.6   .58   .38 -1.2254 0949
   950  -.0990  1   200.0     99.0  .1853    .78  -2.05    .76  -1.97  .0000    .74   1.00  85.5  81.5   .64   .34  -.0990 0950
   951  -.7149  1   200.0     81.0  .1846   1.00   -.01    .98   -.09  .0000    .63   1.00  78.0  79.8   .62   .38  -.7151 0951
   952   .7896  1   200.0    125.0  .1844   1.04    .40    .96   -.20  .0000    .60   1.00  76.0  79.1   .61   .39   .7895 0952
   953  1.2335  1   200.0    138.0  .1857    .91  -1.13    .78  -1.04  .0000    .61   1.00  80.0  77.2   .56   .36  1.2322 0953
   954  -.4076  1   200.0     90.0  .1850    .99   -.01    .98   -.10  .0000    .64   1.00  81.5  81.0   .64   .38  -.4078 0954
   955  -.4076  1   200.0     90.0  .1850   1.10    .94   1.10    .73  .0000    .59   1.00  79.5  81.0   .64   .40  -.4078 0955
   956   .7216  1   200.0    123.0  .1844    .88  -1.20    .86   -.82  .0000    .66   1.00  81.5  79.4   .61   .36   .7217 0956
   957  -.4418  1   200.0     89.0  .1850    .75  -2.47    .73  -2.14  .0000    .74   1.00  87.0  80.9   .64   .33  -.4421 0957
   958  1.4073  1   200.0    143.0  .1873    .92  -1.05    .77  -1.01  .0000    .59   1.00  79.0  77.0   .54   .36  1.4053 0958
   959  -.7490  1   200.0     80.0  .1846    .94   -.59    .92   -.46  .0000    .65   1.00  82.5  79.7   .62   .37  -.7492 0959
   960  -.0646  1   200.0    100.0  .1853   1.00    .00    .98   -.10  .0000    .65   1.00  81.0  81.5   .64   .38  -.0646 0960
   961  2.0773  1   200.0    161.0  .2013   1.01    .20   1.63   1.71  .0000    .40   1.00  82.5  81.1   .45   .35  2.0708 0961
   962  -.2705  1   200.0     94.0  .1852    .91   -.81    .86  -1.01  .0000    .68   1.00  84.0  81.3   .64   .36  -.2707 0962
   963  2.1594  1   200.0    163.0  .2040    .90  -1.16    .89   -.21  .0000    .49   1.00  83.0  81.9   .44   .33  2.1521 0963
   964 -1.8623  1   200.0     48.0  .1925   1.01    .14   1.16    .63  .0000    .48   1.00  78.5  78.2   .50   .37 -1.8584 0964
   965   .8916  1   200.0    128.0  .1844   1.08    .88   1.06    .39  .0000    .56   1.00  76.5  78.6   .60   .40   .8914 0965
   966 -1.1236  1   200.0     69.0  .1848    .90  -1.09    .77  -1.28  .0000    .64   1.00  79.5  78.0   .59   .36 -1.1231 0966
   967 -1.1236  1   200.0     69.0  .1848    .99   -.06    .99    .03  .0000    .59   1.00  77.5  78.0   .59   .38 -1.1231 0967
   968  -.8851  1   200.0     76.0  .1845    .93   -.73    .89   -.66  .0000    .64   1.00  80.0  79.0   .61   .37  -.8851 0968
   969  1.0278  1   200.0    132.0  .1847   1.17   1.91   1.16    .88  .0000    .50   1.00  74.0  78.0   .58   .41  1.0272 0969
   970   .0727  1   200.0    104.0  .1852   1.07    .63   1.03    .26  .0000    .62   1.00  79.0  81.4   .64   .39   .0728 0970
   971  1.1304  1   200.0    135.0  .1851    .91  -1.09    .98   -.04  .0000    .61   1.00  81.0  77.6   .57   .36  1.1295 0971
   972  -.4076  1   200.0     90.0  .1850   1.02    .18   1.04    .36  .0000    .63   1.00  81.5  81.0   .64   .39  -.4078 0972
   973 -2.4212  1   200.0     34.0  .2093   1.05    .57   1.30    .86  .0000    .38   1.00  83.0  83.2   .42   .35 -2.4127 0973
   974 -1.3986  1   200.0     61.0  .1862    .92  -1.02    .89   -.49  .0000    .60   1.00  77.5  77.3   .56   .36 -1.3971 0974
   975  -.6126  1   200.0     84.0  .1847    .90   -.91    .82  -1.25  .0000    .68   1.00  82.5  80.3   .63   .36  -.6129 0975
   976   .7896  1   200.0    125.0  .1844    .93   -.69    .91   -.51  .0000    .64   1.00  81.0  79.1   .61   .37   .7895 0976
   977   .8236  1   200.0    126.0  .1844    .95   -.50    .95   -.25  .0000    .62   1.00  79.5  78.9   .60   .37   .8235 0977
   978   .2098  1   200.0    108.0  .1851   1.02    .25   1.05    .41  .0000    .63   1.00  81.5  81.2   .64   .39   .2100 0978
   979 -1.2606  1   200.0     65.0  .1853   1.07    .85   1.12    .66  .0000    .54   1.00  74.0  77.5   .57   .39 -1.2596 0979
   980  -.7490  1   200.0     80.0  .1846   1.08    .81   1.05    .35  .0000    .59   1.00  78.5  79.7   .62   .40  -.7492 0980
   981  -.0646  1   200.0    100.0  .1853   1.08    .76   1.09    .67  .0000    .61   1.00  79.0  81.5   .64   .40  -.0646 0981
   982  1.0961  1   200.0    134.0  .1850    .86  -1.69    .74  -1.42  .0000    .65   1.00  84.0  77.7   .58   .35  1.0954 0982
   983   .8576  1   200.0    127.0  .1844    .95   -.56   1.06    .38  .0000    .62   1.00  81.0  78.8   .60   .37   .8574 0983
   984  1.2335  1   200.0    138.0  .1857   1.06    .79   1.13    .65  .0000    .53   1.00  75.0  77.2   .56   .39  1.2322 0984
   985   .4492  1   200.0    115.0  .1847    .88  -1.16    .82  -1.29  .0000    .69   1.00  83.0  80.5   .63   .36   .4495 0985
   986   .0727  1   200.0    104.0  .1852   1.01    .11   1.02    .22  .0000    .64   1.00  81.0  81.4   .64   .38   .0728 0986
   987   .2441  1   200.0    109.0  .1850   1.06    .59   1.01    .12  .0000    .62   1.00  79.0  81.1   .64   .39   .2443 0987
   988   .6195  1   200.0    120.0  .1845    .92   -.82    .80  -1.31  .0000    .66   1.00  83.0  79.8   .62   .37   .6197 0988
   989   .0727  1   200.0    104.0  .1852   1.00    .07    .95   -.32  .0000    .65   1.00  81.0  81.4   .64   .38   .0728 0989
   990   .5855  1   200.0    119.0  .1845   1.05    .56   1.01    .11  .0000    .60   1.00  80.0  79.9   .62   .39   .5857 0990
   991 -1.0554  1   200.0     71.0  .1846    .99   -.05    .99    .02  .0000    .60   1.00  79.5  78.3   .59   .38 -1.0551 0991
